FDC_ID,Item,Category,Calorias_kcal,Proteinas_g,Carbohidratos_g,GrasaTotal_g,Colesterol_mg,Fibra_g,Agua_g,Alcohol_g,VitaminaC_mg
172768,"Muffins, blueberry, prepared from recipe, made with low fat (2%) milk",Baked Products,285.0,6.5,40.7,10.8,37.0,,39.5,,1.5
172769,"Muffins, oat bran",Baked Products,270.0,7.0,48.3,7.4,0.0,4.6,35.0,0.0,0.0
172770,"Muffins, wheat bran, dry mix",Baked Products,396.0,7.1,73.0,12.0,0.0,,4.8,,0.0
172771,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",Baked Products,233.0,5.23,37.75,6.83,18.0,1.0,48.37,0.0,0.3
172772,"Pancakes, plain, dry mix, complete (includes buttermilk)",Baked Products,368.0,9.77,73.65,3.1,2.0,2.9,9.05,,
172773,"Pancakes, blueberry, prepared from recipe",Baked Products,222.0,6.1,29.0,9.2,56.0,,53.2,,2.2
172774,"Pancakes, buckwheat, dry mix, incomplete",Baked Products,340.0,10.9,71.3,2.7,0.0,8.5,9.1,0.0,0.0
172775,"Pancakes, special dietary, dry mix",Baked Products,349.0,8.9,73.9,1.4,0.0,,10.8,,0.0
172776,"Pancakes, whole-wheat, dry mix, incomplete",Baked Products,344.0,12.8,71.0,1.5,0.0,,8.8,,0.0
172777,"Pie, banana cream, prepared from recipe",Baked Products,269.0,4.4,32.9,13.6,51.0,0.7,47.9,0.0,1.6
172778,"Pie, blueberry, commercially prepared",Baked Products,232.0,1.8,34.9,10.0,0.0,1.0,52.5,0.0,2.7
172779,"Pie, blueberry, prepared from recipe",Baked Products,245.0,2.7,33.5,11.9,0.0,,51.2,,0.7
172780,"Pie, cherry, commercially prepared",Baked Products,260.0,2.0,39.8,11.0,0.0,0.8,46.2,0.0,0.9
172781,"Pie, cherry, prepared from recipe",Baked Products,270.0,2.8,38.5,12.2,0.0,,45.8,,1.0
172782,"Pie, coconut custard, commercially prepared",Baked Products,260.0,5.9,30.2,13.2,35.0,1.8,49.2,,0.6
172783,"Pie, egg custard, commercially prepared",Baked Products,210.0,5.5,20.8,11.6,33.0,1.6,60.9,0.0,0.6
172784,"Pie, fried pies, fruit",Baked Products,316.0,3.0,42.6,16.1,0.0,2.6,37.6,0.0,1.3
172785,"Pie, lemon meringue, commercially prepared",Baked Products,268.0,1.5,47.2,8.7,45.0,1.2,41.7,0.0,3.2
172786,"Pie, pecan, prepared from recipe",Baked Products,412.0,4.9,52.2,22.2,87.0,,19.5,,0.2
172787,"Pie, pumpkin, commercially prepared",Baked Products,243.0,3.9,34.83,9.75,26.0,1.8,50.39,0.0,0.0
172788,"Pie, pumpkin, prepared from recipe",Baked Products,204.0,4.5,26.4,9.3,42.0,,58.5,,1.7
172789,"Pie, vanilla cream, prepared from recipe",Baked Products,278.0,4.8,32.6,14.4,62.0,0.6,47.0,0.0,0.5
172790,"Puff pastry, frozen, ready-to-bake",Baked Products,551.0,7.3,45.1,38.1,0.0,1.5,8.5,0.0,0.0
172791,Phyllo dough,Baked Products,299.0,7.1,52.6,6.0,0.0,1.9,32.6,0.0,0.0
172792,"Popovers, dry mix, enriched",Baked Products,371.0,10.4,71.0,4.3,0.0,,11.7,,0.1
172793,"Rolls, dinner, plain, commercially prepared (includes brown-and-serve)",Baked Products,310.0,10.86,52.04,6.47,4.0,2.0,28.44,0.0,0.2
172794,"Rolls, dinner, whole-wheat",Baked Products,266.0,8.7,51.1,4.7,0.0,7.5,33.1,0.0,0.0
172795,"Rolls, french",Baked Products,277.0,8.6,50.2,4.3,0.0,3.2,34.8,0.0,0.0
172796,"Rolls, hamburger or hotdog, plain",Baked Products,279.0,9.77,50.12,3.91,0.0,1.8,34.34,0.0,1.3
172797,"Rolls, hamburger or hotdog, mixed-grain",Baked Products,263.0,9.6,44.6,6.0,0.0,3.8,38.0,0.0,0.0
172798,"Sweet rolls, cinnamon, refrigerated dough with frosting",Baked Products,333.0,5.0,51.6,12.2,0.0,,28.9,,0.2
172799,"Sweet rolls, cinnamon, refrigerated dough with frosting, baked",Baked Products,362.0,5.4,56.1,13.2,0.0,,22.7,,0.2
172800,"Taco shells, baked",Baked Products,476.0,6.41,63.49,21.79,0.0,6.7,6.4,0.0,0.0
172801,"Toaster pastries, brown-sugar-cinnamon",Baked Products,370.0,4.06,72.64,7.98,,2.3,14.09,,
172802,Wonton wrappers (includes egg roll wrappers),Baked Products,291.0,9.8,57.9,1.5,9.0,1.8,28.8,0.0,0.0
172803,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Baked Products,53.0,0.0,27.7,0.0,0.0,0.2,5.0,0.0,0.0
172804,"Leavening agents, baking powder, double-acting, straight phosphate",Baked Products,51.0,0.1,24.1,0.0,0.0,0.2,4.0,0.0,0.0
172805,"Leavening agents, baking powder, low-sodium",Baked Products,97.0,0.1,46.9,0.4,0.0,2.2,6.2,0.0,0.0
172806,"Bread, crumbs, dry, grated, seasoned",Baked Products,383.0,14.13,68.49,5.48,1.0,4.9,6.35,0.0,2.7
172807,"Cookies, oatmeal, prepared from recipe, without raisins",Baked Products,447.0,6.8,66.4,17.9,36.0,,6.2,,0.2
172808,"Cookies, chocolate chip, prepared from recipe, made with butter",Baked Products,488.0,5.7,58.2,28.4,70.0,,5.7,,0.2
172809,"Bread, protein, (includes gluten), toasted",Baked Products,270.0,13.2,48.1,2.4,0.0,3.3,34.0,0.0,0.0
172810,"Rolls, dinner, plain, prepared from recipe, made with low fat (2%) milk",Baked Products,316.0,8.5,53.4,7.3,35.0,1.9,29.1,0.0,0.2
172811,"Pie crust, cookie-type, prepared from recipe, graham cracker, chilled",Baked Products,484.0,4.1,63.9,24.4,0.0,1.5,6.1,0.0,0.0
172812,"Crackers, matzo, egg and onion",Baked Products,391.0,10.0,77.1,3.9,45.0,5.0,7.2,,0.2
172813,"Pie crust, cookie-type, prepared from recipe, vanilla wafer, chilled",Baked Products,531.0,3.7,50.2,36.2,39.0,0.1,8.5,0.0,0.1
172814,"Pie crust, standard-type, prepared from recipe, unbaked",Baked Products,469.0,5.7,42.3,30.8,0.0,3.4,19.7,0.0,0.0
172815,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",Baked Products,418.0,7.0,69.5,12.2,2.0,6.5,7.8,,0.1
172816,"Bread, pita, white, unenriched",Baked Products,275.0,9.1,55.7,1.2,0.0,2.2,32.1,,0.0
172817,"Bread, raisin, unenriched",Baked Products,274.0,7.9,52.3,4.4,0.0,4.3,33.6,,0.1
172818,"Bread, white, commercially prepared, low sodium, no salt",Baked Products,267.0,8.2,49.6,3.6,1.0,2.3,36.7,0.0,0.0
172819,"Cookies, butter, commercially prepared, unenriched",Baked Products,467.0,6.1,68.9,18.8,117.0,0.8,4.6,,0.0
172820,"Cookies, chocolate chip, commercially prepared, regular, higher fat, unenriched",Baked Products,481.0,5.4,66.8,22.6,0.0,2.5,4.1,,0.0
172821,"Cookies, ladyfingers, without lemon juice and rind",Baked Products,363.0,10.6,59.7,9.1,221.0,1.0,19.5,,0.0
172822,"Crackers, melba toast, plain, without salt",Baked Products,390.0,12.1,76.6,3.2,0.0,6.3,5.1,0.0,0.0
172823,"Crackers, whole-wheat, low salt",Baked Products,443.0,8.8,68.6,17.2,0.0,10.5,2.7,0.0,0.0
172824,"Danish pastry, cinnamon, unenriched",Baked Products,403.0,7.0,44.6,22.4,21.0,1.2,24.3,,0.2
172825,"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)",Baked Products,371.0,5.4,47.8,18.5,40.0,1.9,27.1,,3.9
172826,"Bread, white, commercially prepared, toasted, low sodium no salt",Baked Products,293.0,9.0,54.4,4.0,1.0,,30.4,,0.0
172827,"Danish pastry, lemon, unenriched",Baked Products,371.0,5.4,47.8,18.5,40.0,1.9,27.1,,3.9
172828,"English muffins, plain, unenriched, with calcium propionate (includes sourdough)",Baked Products,235.0,7.7,46.0,1.8,0.0,2.7,42.1,,0.0
173238,"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",Baked Products,235.0,7.7,46.0,1.8,0.0,2.7,42.1,,0.1
173239,"Pie, apple, commercially prepared, unenriched flour",Baked Products,237.0,1.9,34.0,11.0,0.0,1.6,52.2,,3.2
173240,"Pie, fried pies, cherry",Baked Products,316.0,3.0,42.6,16.1,0.0,2.6,37.6,,1.3
173241,"Tortillas, ready-to-bake or -fry, corn, without added salt",Baked Products,222.0,5.7,46.6,2.5,0.0,5.2,44.1,,0.0
173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",Baked Products,325.0,8.7,55.6,7.1,0.0,3.3,26.8,0.0,0.0
173243,"Cake, pound, commercially prepared, fat-free",Baked Products,283.0,5.4,61.0,1.2,0.0,1.1,31.0,0.0,0.0
173244,"Cake, yellow, light, dry mix",Baked Products,404.0,4.7,84.1,5.5,0.0,1.3,3.1,,0.0
173245,"Archway Home Style Cookies, Coconut Macaroon",Baked Products,460.0,3.02,61.23,22.55,0.0,5.1,11.5,,0.0
173246,"Archway Home Style Cookies, Date Filled Oatmeal",Baked Products,400.0,4.67,68.16,12.05,6.0,2.1,13.49,,
173247,"Archway Home Style Cookies, Dutch Cocoa",Baked Products,431.0,4.5,69.44,14.99,7.0,2.6,9.32,,
173248,"Archway Home Style Cookies, Frosty Lemon",Baked Products,430.0,4.41,64.78,17.11,0.0,0.7,12.03,,0.0
173249,"Archway Home Style Cookies, Iced Molasses",Baked Products,420.0,3.5,69.12,14.43,12.0,1.0,10.34,,
173250,"Archway Home Style Cookies, Old Fashioned Molasses",Baked Products,406.0,4.27,70.55,11.83,25.0,1.1,10.41,,0.0
173251,"Archway Home Style Cookies, Old Fashioned Windmill Cookies",Baked Products,468.0,5.17,72.23,17.55,1.0,1.8,3.0,,0.0
173252,"Archway Home Style Cookies, Peanut Butter",Baked Products,480.0,9.0,58.48,24.28,37.0,2.8,6.35,,0.0
173253,"Archway Home Style Cookies, Raspberry Filled",Baked Products,400.0,4.35,65.92,13.26,6.0,2.2,14.99,,
173254,"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",Baked Products,390.0,13.3,72.7,5.1,,5.4,4.0,,
173255,"Keebler, Keebler Chocolate Graham SELECTS",Baked Products,465.0,7.1,71.8,16.6,,,3.1,,
173256,"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",Baked Products,418.0,5.6,75.6,10.3,,1.7,5.7,,
173257,"Mckee Baking, Little Debbie Nutty Bars, Wafers with Peanut Butter, Chocolate Covered",Baked Products,548.0,8.0,55.2,32.8,,,3.0,,2.0
173258,"Nabisco, Nabisco Ritz Crackers",Baked Products,492.0,7.23,63.51,23.21,,2.3,3.12,,
173259,"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",Baked Products,236.0,6.4,47.07,2.79,0.0,1.6,39.89,,0.0
173260,"Pillsbury, Chocolate Chip Cookies, refrigerated dough",Baked Products,450.0,3.82,60.75,21.26,6.0,1.7,12.78,,0.0
173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,243.0,8.59,46.35,2.88,0.0,2.6,38.82,,0.0
174075,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Baked Products,299.0,7.85,46.13,9.2,0.0,9.7,35.43,0.0,0.0
174076,"Bread, paratha, whole wheat, commercially prepared, frozen",Baked Products,326.0,6.36,45.35,13.2,1.0,9.6,33.5,0.0,0.0
174077,"Bread, naan, whole wheat, commercially prepared, refrigerated",Baked Products,286.0,10.2,46.21,6.7,1.0,4.8,34.9,0.0,0.0
174078,"Bread, roll, Mexican, bollilo",Baked Products,318.0,10.65,55.77,5.8,1.0,2.2,26.05,0.0,0.2
174079,"Cookie, butter or sugar, with chocolate icing or filling",Baked Products,503.0,4.1,68.83,23.5,1.0,1.9,2.0,0.0,0.0
174080,"Cookie, chocolate, with icing or coating",Baked Products,507.0,4.5,67.87,24.2,0.0,2.3,2.0,0.0,0.0
174081,"Tortillas, ready-to-bake or -fry, whole wheat",Baked Products,310.0,9.76,45.89,9.76,0.0,9.8,30.15,0.0,0.0
174082,"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",Baked Products,409.0,3.71,69.37,13.0,93.0,14.9,11.31,0.0,0.0
174083,"Cookies, graham crackers, plain or honey, lowfat",Baked Products,386.0,5.71,77.96,5.71,0.0,5.7,8.01,0.0,0.0
174084,"Crackers, cheese, whole grain",Baked Products,412.0,9.62,57.29,16.03,16.0,6.4,14.26,0.0,0.0
174085,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",Baked Products,257.0,7.14,49.16,3.57,0.0,4.3,38.39,0.0,0.0
174086,"Pancakes, plain, reduced fat",Baked Products,269.0,5.71,57.32,1.9,24.0,1.0,33.34,0.0,0.0
174087,"Cookies, shortbread, reduced fat",Baked Products,451.0,5.37,75.99,14.0,0.0,1.3,3.6,0.0,0.0
174088,"Cookies, sugar wafer, chocolate-covered",Baked Products,526.0,3.45,65.99,27.59,0.0,3.4,1.73,0.0,0.0
174089,"Rolls, hamburger or hot dog, wheat/cracked wheat",Baked Products,269.0,11.69,47.31,3.61,0.0,4.2,35.23,0.0,1.3
174090,"Rolls, hamburger or hot dog, whole wheat",Baked Products,269.0,12.38,44.93,4.38,0.0,6.1,35.92,0.0,1.3
174091,"Bread, french or vienna, whole wheat",Baked Products,239.0,8.33,49.1,1.04,0.0,4.2,39.81,0.0,0.0
174092,"Bagels, whole grain white",Baked Products,255.0,9.3,54.52,0.0,0.0,4.7,34.52,0.0,0.0
174093,"English muffins, whole grain white",Baked Products,245.0,7.02,50.17,1.75,0.0,3.5,39.48,0.0,0.0
174094,"Rolls, hamburger, whole grain white, calcium-fortified",Baked Products,255.0,9.3,46.5,3.49,0.0,2.3,38.67,0.0,0.0
174095,"Cookies, chocolate chip sandwich, with creme filling",Baked Products,425.0,2.94,63.52,17.65,0.0,0.0,14.95,0.0,0.0
174096,"Cookies, chocolate, made with rice cereal",Baked Products,440.0,3.23,63.26,19.35,0.0,1.6,13.02,0.0,0.0
174097,"Cookies, marshmallow, with rice cereal and chocolate chips",Baked Products,435.0,4.55,63.26,18.18,0.0,0.0,12.27,0.0,0.0
174098,"Crackers, flavored, fish-shaped",Baked Products,463.0,10.16,65.67,17.71,,3.1,3.42,,
174099,"Bread, gluten-free, white, made with potato extract, rice starch, and rice flour",Baked Products,320.0,3.13,52.83,10.7,,3.5,31.67,,
174100,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",Baked Products,248.0,4.31,45.78,5.24,0.0,4.3,42.99,0.0,0.0
174101,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",Baked Products,298.0,5.4,51.15,8.02,,5.5,33.69,,
174102,"Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",Baked Products,309.0,7.25,49.09,9.34,,4.9,32.36,,
174103,"Crackers, gluten-free, multigrain and vegetable, made with corn starch and white rice flour",Baked Products,456.0,2.5,76.94,15.41,,3.0,2.48,,
174104,"Crackers, gluten-free, multi-seeded and multigrain",Baked Products,453.0,11.25,66.3,15.84,0.0,10.2,3.59,0.0,0.0
174105,"Waffles, gluten-free, frozen, ready-to-heat",Baked Products,263.0,2.72,43.05,8.84,0.0,1.4,43.37,0.0,0.0
174106,"Pancakes, gluten-free, frozen, ready-to-heat",Baked Products,215.0,3.31,40.32,4.55,12.0,1.5,50.24,0.0,0.3
174107,"Rolls, dinner, sweet",Baked Products,321.0,10.04,53.58,7.37,55.0,3.1,27.83,0.0,0.2
174899,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",Baked Products,264.0,10.56,52.38,1.32,0.0,1.6,33.81,0.0,0.0
174900,"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",Baked Products,287.0,11.14,57.39,1.43,0.0,1.8,28.27,0.0,0.0
174901,"Bagels, egg",Baked Products,278.0,10.6,53.0,2.1,24.0,2.3,32.7,,0.6
174902,"Biscuits, plain or buttermilk, dry mix",Baked Products,428.0,8.0,63.4,15.4,2.0,2.1,9.2,0.0,0.3
174903,"Biscuits, plain or buttermilk, dry mix, prepared",Baked Products,335.0,7.3,48.4,12.1,4.0,1.8,28.9,,0.4
174904,"Biscuits, plain or buttermilk, refrigerated dough, lower fat",Baked Products,270.0,6.7,43.7,7.83,0.0,2.0,37.76,0.0,0.1
174905,"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",Baked Products,319.0,7.8,51.6,9.1,0.0,2.3,27.7,0.0,0.0
174906,"Bread, banana, prepared from recipe, made with margarine",Baked Products,326.0,4.3,54.6,10.5,43.0,1.1,29.2,0.0,1.7
174907,"Bread, boston brown, canned",Baked Products,195.0,5.2,43.3,1.5,1.0,4.7,47.2,0.0,0.0
174908,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",Baked Products,418.0,7.0,69.5,12.2,2.0,6.5,7.8,0.0,0.1
174909,"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",Baked Products,330.0,6.59,54.46,9.58,57.0,2.3,27.11,0.0,0.1
174910,"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",Baked Products,266.0,6.7,43.5,7.1,40.0,,39.1,,0.3
174911,"Bread, french or vienna, toasted (includes sourdough)",Baked Products,319.0,13.0,61.93,2.14,0.0,3.1,20.61,0.0,0.2
174912,"Bread, irish soda, prepared from recipe",Baked Products,290.0,6.6,56.0,5.0,18.0,2.6,30.1,0.0,0.8
174913,"Bread, Italian",Baked Products,259.0,9.49,48.11,2.73,0.0,2.1,37.54,0.0,0.0
174914,"Bread, multi-grain, toasted (includes whole-grain)",Baked Products,288.0,14.52,47.11,4.6,0.0,8.1,31.46,0.0,0.1
174915,"Bread, pita, white, enriched",Baked Products,275.0,9.1,55.7,1.2,0.0,2.2,32.1,0.0,0.0
174916,"Bread, pita, whole-wheat",Baked Products,262.0,9.8,55.89,1.71,0.0,6.1,30.6,0.0,0.0
174917,"Bread, protein (includes gluten)",Baked Products,245.0,12.1,43.8,2.2,0.0,3.0,40.0,0.0,0.0
174918,"Bread, pumpernickel",Baked Products,250.0,8.7,47.5,3.1,0.0,6.5,37.9,0.0,0.0
174919,"Bread, reduced-calorie, oatmeal",Baked Products,210.0,7.6,43.3,3.5,0.0,,44.0,,0.2
174920,"Bread, reduced-calorie, rye",Baked Products,203.0,9.1,40.5,2.9,0.0,12.0,46.0,0.0,0.4
174921,"Bread, reduced-calorie, wheat",Baked Products,217.0,13.32,42.47,2.92,0.0,11.1,39.6,0.0,0.1
174922,"Bread, reduced-calorie, white",Baked Products,207.0,8.7,44.3,2.5,0.0,9.7,42.9,0.0,0.5
174923,"Bread, rice bran",Baked Products,243.0,8.9,43.5,4.6,0.0,4.9,41.0,0.0,0.0
174924,"Bread, white, commercially prepared (includes soft bread crumbs)",Baked Products,266.0,8.85,49.42,3.33,0.0,2.7,36.42,0.0,0.0
174925,"Bread, white, commercially prepared, toasted",Baked Products,290.0,9.0,54.5,4.0,1.0,2.9,30.4,0.0,0.0
174926,"Bread, white, prepared from recipe, made with nonfat dry milk",Baked Products,274.0,7.7,53.6,2.6,0.0,2.0,34.8,0.0,0.0
174927,"Bread, white, prepared from recipe, made with low fat (2%) milk",Baked Products,285.0,7.9,49.6,5.7,3.0,2.0,35.3,0.0,0.2
174928,"Bread, crumbs, dry, grated, plain",Baked Products,395.0,13.35,71.98,5.3,0.0,4.5,6.51,0.0,0.0
174929,"Bread, sticks, plain",Baked Products,412.0,12.0,68.4,9.5,0.0,3.0,6.1,0.0,0.0
174930,"Bread, stuffing, dry mix",Baked Products,386.0,11.0,76.2,3.4,1.0,3.2,4.2,0.0,0.0
174931,"Bread, stuffing, dry mix, prepared",Baked Products,195.0,2.73,18.84,12.05,0.0,0.8,64.77,0.0,0.0
174932,"Cake, pudding-type, carrot, dry mix",Baked Products,415.0,5.1,79.2,9.8,0.0,,3.6,,1.2
174933,"Cake, cherry fudge with chocolate frosting",Baked Products,264.0,2.4,38.0,12.5,42.0,0.5,46.1,0.0,13.6
174934,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",Baked Products,389.0,3.48,52.84,20.05,22.0,2.2,22.04,0.0,0.1
174935,"Cake, pudding-type, chocolate, dry mix",Baked Products,391.0,4.6,80.16,8.14,0.0,2.3,3.9,0.0,0.1
174936,"Cake, coffeecake, creme-filled with chocolate frosting",Baked Products,331.0,5.0,53.8,10.8,69.0,2.0,29.1,,0.1
174937,"Cake, coffeecake, fruit",Baked Products,311.0,5.2,51.5,10.2,7.0,2.5,31.7,0.0,0.8
174938,"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared",Baked Products,318.0,5.5,52.8,9.6,49.0,1.2,30.5,0.0,0.2
174939,"Cake, fruitcake, commercially prepared",Baked Products,324.0,2.9,61.6,9.1,5.0,3.7,25.3,0.0,0.5
174940,"Cake, pound, commercially prepared, other than all butter, enriched",Baked Products,389.0,5.2,52.5,17.9,58.0,1.0,23.1,0.0,0.1
174941,"Cake, shortcake, biscuit-type, prepared from recipe",Baked Products,346.0,6.1,48.5,14.2,3.0,,28.4,,0.2
174942,"Cake, snack cakes, creme-filled, chocolate with frosting",Baked Products,399.0,3.63,60.31,15.93,0.0,3.2,18.57,0.0,1.9
174943,"Cake, snack cakes, creme-filled, sponge",Baked Products,374.0,3.47,64.03,11.54,41.0,1.0,19.6,0.0,0.1
174944,"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",Baked Products,379.0,3.16,55.36,17.75,16.0,1.5,22.38,0.0,0.0
174945,"Cake, yellow, commercially prepared, with vanilla frosting",Baked Products,391.0,2.99,56.2,17.91,75.0,0.3,22.1,0.0,0.0
174946,"Cake, pudding-type, yellow, dry mix",Baked Products,423.0,4.0,80.0,9.8,0.0,0.7,4.0,0.0,0.0
174947,"Cake, yellow, enriched, dry mix",Baked Products,374.0,3.7,81.92,3.5,0.0,1.2,7.18,0.0,0.0
174948,"Cookies, brownies, dry mix, regular",Baked Products,434.0,4.0,76.6,14.9,0.0,,2.8,,0.3
174949,"Cookies, brownies, prepared from recipe",Baked Products,466.0,6.2,50.2,29.1,73.0,,12.6,,0.3
174950,"Cookies, butter, commercially prepared, enriched",Baked Products,467.0,6.1,68.9,18.8,117.0,0.8,4.6,0.0,0.0
174951,"Cookies, fudge, cake-type (includes trolley cakes)",Baked Products,349.0,5.0,78.3,3.7,0.0,2.8,11.8,,0.1
174952,"Cookies, chocolate chip, dry mix",Baked Products,497.0,4.6,66.1,25.2,0.0,,3.0,,0.0
174953,"Cookies, chocolate chip, refrigerated dough",Baked Products,451.0,3.98,61.02,21.33,7.0,1.5,12.08,0.0,0.0
174954,"Cookies, chocolate chip, refrigerated dough, baked",Baked Products,492.0,4.9,68.2,22.6,27.0,1.7,3.0,,0.0
174955,"Cookies, chocolate chip, prepared from recipe, made with margarine",Baked Products,488.0,5.7,58.4,28.3,32.0,2.8,5.7,0.0,0.3
174956,"Cookies, gingersnaps",Baked Products,416.0,5.6,76.9,9.8,0.0,2.2,5.3,0.0,0.0
174957,"Cookies, graham crackers, plain or honey (includes cinnamon)",Baked Products,430.0,6.69,77.66,10.6,0.0,3.4,3.39,0.0,0.0
174958,"Cookies, graham crackers, chocolate-coated",Baked Products,500.0,4.0,66.78,25.8,1.0,2.2,2.0,0.0,0.1
174959,"Cookies, ladyfingers, with lemon juice and rind",Baked Products,365.0,10.6,59.7,9.1,221.0,1.0,19.5,0.0,3.7
174960,"Cookies, oatmeal, dry mix",Baked Products,462.0,6.5,67.3,19.2,0.0,,5.3,,0.1
174961,"Cookies, oatmeal, refrigerated dough",Baked Products,424.0,5.4,59.1,18.9,24.0,2.5,15.3,0.0,0.0
174962,"Cookies, oatmeal, refrigerated dough, baked",Baked Products,471.0,6.0,65.7,21.0,26.0,2.8,5.8,,0.1
174963,"Cookies, oatmeal, with raisins",Baked Products,441.0,5.86,68.95,15.76,,3.3,7.98,,
174964,"Cookies, peanut butter, prepared from recipe",Baked Products,475.0,9.0,58.9,23.8,31.0,,5.9,,0.1
174965,"Cookies, peanut butter sandwich, regular",Baked Products,478.0,8.8,65.6,21.1,0.0,1.9,2.8,0.0,0.1
174966,"Cookies, raisin, soft-type",Baked Products,401.0,4.1,68.0,13.6,2.0,1.2,13.1,0.0,0.4
174967,"Cookies, shortbread, commercially prepared, plain",Baked Products,514.0,5.37,63.78,26.22,0.0,1.3,3.6,0.0,0.0
174968,"Cookies, shortbread, commercially prepared, pecan",Baked Products,542.0,4.9,58.3,32.5,33.0,1.8,3.3,,0.0
174969,"Cookies, peanut butter sandwich, special dietary",Baked Products,535.0,10.0,50.8,34.0,0.0,,3.7,,0.0
174970,"Cookies, sugar wafer, with creme filling, sugar free",Baked Products,531.0,3.57,66.26,28.57,0.0,14.3,0.7,0.0,0.0
174971,"Cookies, sugar, commercially prepared, regular (includes vanilla)",Baked Products,464.0,5.35,67.34,19.55,12.0,1.3,6.29,0.0,0.1
174972,"Cookies, sugar, refrigerated dough",Baked Products,436.0,4.0,61.22,19.48,11.0,0.9,14.08,0.0,0.0
174973,"Cookies, vanilla wafers, lower fat",Baked Products,441.0,5.0,73.6,15.2,51.0,1.9,5.1,0.0,0.0
174974,"Cookies, vanilla wafers, higher fat",Baked Products,455.0,4.9,72.6,16.41,9.0,1.6,4.98,0.0,0.0
174975,"Crackers, cheese, regular",Baked Products,489.0,10.93,59.42,22.74,3.0,2.3,3.55,0.0,0.0
